indic_is,unit,sizen_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
E_AESBEU,PC_ENT,10_C19_23,HU	: 	: 	14 	: 	14 	: 	13 	: 	16 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,IE	: 	: 	: 	: 	37 	: 	31 	: 	33 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,IT	: 	: 	24 	: 	24 	: 	: u	: 	11 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,LT	: 	: 	: 	: 	: 	: 	18 	: 	25 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,LU	: 	: 	51 	: 	50 	: 	52 	: 	: c	: 	: 
E_AESBEU,PC_ENT,10_C19_23,LV	: 	: 	22 	: 	23 	: 	8 	: 	11 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,MK	: 	: 	: 	: 	3 	: 	1 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C19_23,MT	: 	: 	: 	: 	: 	: 	: 	: 	19 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,NL	: 	: 	33 	: 	29 	: 	24 	: 	22 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,NO	: 	: 	17 	: 	11 	: 	22 	: 	34 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,PL	: 	: 	11 	: 	11 	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C19_23,PT	: 	: 	19 	: 	21 	: 	16 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C19_23,RO	: 	: 	1 	: 	: 	: 	: 	: 	2 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,RS	: 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,SE	: 	: 	29 	: 	: 	: 	: 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,SI	: 	: 	: 	: 	20 	: 	15 	: 	15 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,SK	: 	: 	11 	: 	14 	: 	14 	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C19_23,UK	: 	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C24_25,BE	: 	: 	: 	: 	: 	: 	3 	: 	26 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,BG	: 	: 	4 	: 	7 	: 	4 	: 	2 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,CY	: 	: 	2 	: 	22 	: 	8 	: 	15 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,CZ	: 	: 	26 	: 	25 	: 	29 	: 	25 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,DE	: 	: 	: 	: 	18 	: 	17 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C24_25,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C24_25,EA	: 	: 	: 	: 	18 	: 	15 	: 	13 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,EE	: 	: 	13 	: 	4 	: 	7 	: 	7 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,EL	: 	: 	3 	: 	6 	: 	: u	: 	5 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,ES	: 	: 	15 	: 	10 	: 	8 	: 	8 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,EU15	: 	: 	: 	: 	: 	: 	15 	: 	13 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,EU27	: 	: 	: 	: 	17 	: 	14 	: 	12 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,EU27_2019	: 	: 	: 	: 	17 	: 	14 	: 	13 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,EU28	: 	: 	: 	: 	17 	: 	14 	: 	12 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,FI	: 	: 	: 	: 	18 	: 	: 	: 	18 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,FR	: 	: 	: 	: 	: 	: 	12 	: 	10 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,HR	: 	: 	14 	: 	14 	: 	14 	: 	16 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,HU	: 	: 	13 	: 	13 	: 	9 	: 	12 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,IE	: 	: 	: 	: 	32 	: 	18 	: 	19 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,IT	: 	: 	23 	: 	21 	: 	: u	: 	11 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,LT	: 	: 	: 	: 	: 	: 	15 	: 	16 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,LU	: 	: 	32 	: 	19 	: 	24 	: 	35 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,LV	: 	: 	20 	: 	10 	: 	9 	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,MK	: 	: 	: 	: 	3 	: 	5 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C24_25,MT	: 	: 	: 	: 	: 	: 	: 	: 	25 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,NL	: 	: 	22 	: 	21 	: 	23 	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,NO	: 	: 	14 	: 	5 	: 	12 	: 	16 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,PL	: 	: 	7 	: 	7 	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C24_25,PT	: 	: 	12 	: 	16 	: 	8 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C24_25,RO	: 	: 	4 	: 	: 	: 	: 	: 	1 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,RS	: 	: 	24 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,SE	: 	: 	18 	: 	: 	: 	: 	: 	16 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,SI	: 	: 	: 	: 	9 	: 	9 	: 	7 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,SK	: 	: 	14 	: 	14 	: 	19 	: 	10 	: 	: 
E_AESBEU,PC_ENT,10_C24_25,UK	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 
E_AESBEU,PC_ENT,10_C26,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,BE	: 	: 	: 	: 	: 	: 	3 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,BG	: 	: 	20 	: 	36 	: 	34 	: 	12 	: 	: 
E_AESBEU,PC_ENT,10_C26,CY	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,CZ	: 	: 	57 	: 	53 	: 	51 	: 	44 	: 	: 
E_AESBEU,PC_ENT,10_C26,DE	: 	: 	: 	: 	28 	: 	27 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,EA	: 	: 	: 	: 	42 	: 	37 	: 	31 	: 	: 
E_AESBEU,PC_ENT,10_C26,EE	: 	: 	52 	: 	37 	: 	19 	: 	19 	: 	: 
E_AESBEU,PC_ENT,10_C26,EL	: 	: 	14 	: 	9 	: 	: u	: 	24 	: 	: 
E_AESBEU,PC_ENT,10_C26,ES	: 	: 	: u	: 	: u	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,EU15	: 	: 	: 	: 	: 	: 	37 	: 	34 	: 	: 
E_AESBEU,PC_ENT,10_C26,EU27	: 	: 	: 	: 	41 	: 	37 	: 	33 	: 	: 
E_AESBEU,PC_ENT,10_C26,EU27_2019	: 	: 	: 	: 	41 	: 	36 	: 	32 	: 	: 
E_AESBEU,PC_ENT,10_C26,EU28	: 	: 	: 	: 	41 	: 	36 	: 	33 	: 	: 
E_AESBEU,PC_ENT,10_C26,FI	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,FR	: 	: 	: 	: 	: 	: 	30 	: 	27 	: 	: 
E_AESBEU,PC_ENT,10_C26,HR	: 	: 	49 	: 	: u	: 	12 	: 	71 	: 	: 
E_AESBEU,PC_ENT,10_C26,HU	: 	: 	36 	: 	36 	: 	34 	: 	30 	: 	: 
E_AESBEU,PC_ENT,10_C26,IE	: 	: 	: 	: 	60 	: 	42 	: 	47 	: 	: 
E_AESBEU,PC_ENT,10_C26,IT	: 	: 	69 	: 	64 	: 	: u	: 	31 	: 	: 
E_AESBEU,PC_ENT,10_C26,LT	: 	: 	: 	: 	: 	: 	43 	: 	52 	: 	: 
E_AESBEU,PC_ENT,10_C26,LU	: 	: 	: u	: 	: u	: 	: c	: 	: c	: 	: 
E_AESBEU,PC_ENT,10_C26,LV	: 	: 	51 	: 	55 	: 	40 	: 	52 	: 	: 
E_AESBEU,PC_ENT,10_C26,MK	: 	: 	: 	: 	: u	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,NL	: 	: 	59 	: 	65 	: 	61 	: 	33 	: 	: 
E_AESBEU,PC_ENT,10_C26,NO	: 	: 	36 	: 	50 	: 	50 	: 	64 	: 	: 
E_AESBEU,PC_ENT,10_C26,PL	: 	: 	26 	: 	21 	: 	: u	: 	24 	: 	: 
E_AESBEU,PC_ENT,10_C26,PT	: 	: 	47 	: 	70 	: 	41 	: 	49 	: 	: 
E_AESBEU,PC_ENT,10_C26,RO	: 	: 	5 	: 	: 	: 	: 	: 	8 	: 	: 
E_AESBEU,PC_ENT,10_C26,RS	: 	: 	27 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESBEU,PC_ENT,10_C26,SE	: 	: 	51 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26,SI	: 	: 	: 	: 	33 	: 	46 	: 	39 	: 	: 
E_AESBEU,PC_ENT,10_C26,SK	: 	: 	32 	: 	35 	: 	20 	: 	21 	: 	: 
E_AESBEU,PC_ENT,10_C26,UK	: 	: 	: 	: 	: 	: 	: 	: 	39 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,AT	: 	: 	: 	: 	: 	: 	: 	: 	54 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,BE	: 	: 	: 	: 	: 	: 	12 	: 	31 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,BG	: 	: 	9 	: 	17 	: 	11 	: 	9 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,CY	: 	: 	14 	: 	19 	: 	10 	: 	23 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,CZ	: 	: 	36 	: 	38 	: 	33 	: 	30 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,DE	: 	: 	: 	: 	22 	: 	23 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26_33,DK	: 	: 	: 	: 	: 	: 	: 	: 	50 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,EA	: 	: 	: 	: 	25 	: 	22 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,EE	: 	: 	26 	: 	13 	: 	12 	: 	10 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,EL	: 	: 	7 	: 	13 	: 	: u	: 	13 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,ES	: 	: 	24 	: 	19 	: 	14 	: 	13 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,EU15	: 	: 	: 	: 	: 	: 	22 	: 	21 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,EU27	: 	: 	: 	: 	24 	: 	22 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,EU27_2019	: 	: 	: 	: 	24 	: 	21 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,EU28	: 	: 	: 	: 	24 	: 	21 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,FI	: 	: 	: 	: 	35 	: 	: 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,FR	: 	: 	: 	: 	: 	: 	17 	: 	18 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,HR	: 	: 	17 	: 	24 	: 	13 	: 	35 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,HU	: 	: 	23 	: 	24 	: 	21 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,IE	: 	: 	: 	: 	47 	: 	44 	: 	37 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,IT	: 	: 	39 	: 	29 	: 	: u	: 	15 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,LT	: 	: 	: 	: 	: 	: 	21 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,LU	: 	: 	55 	: 	: u	: 	51 	: 	53 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,LV	: 	: 	21 	: 	30 	: 	18 	: 	24 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,MK	: 	: 	: 	: 	4 	: 	8 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C26_33,MT	: 	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,NL	: 	: 	35 	: 	33 	: 	32 	: 	21 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,NO	: 	: 	17 	: 	21 	: 	20 	: 	26 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,PL	: 	: 	14 	: 	11 	: 	13 	: 	12 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,PT	: 	: 	23 	: 	28 	: 	17 	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,RO	: 	: 	2 	: 	: 	: 	: 	: 	4 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,RS	: 	: 	18 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,SE	: 	: 	29 	: 	: 	: 	: 	: 	30 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,SI	: 	: 	: 	: 	23 	: 	26 	: 	21 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,SK	: 	: 	24 	: 	25 	: 	24 	: 	17 	: 	: 
E_AESBEU,PC_ENT,10_C26_33,UK	: 	: 	: 	: 	: 	: 	: 	: 	23 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,BE	: 	: 	: 	: 	: 	: 	5 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,BG	: 	: 	9 	: 	16 	: 	11 	: 	9 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,CY	: 	: 	13 	: 	27 	: 	5 	: 	19 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,CZ	: 	: 	37 	: 	35 	: 	32 	: 	31 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,DE	: 	: 	: 	: 	21 	: 	24 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,DK	: 	: 	: 	: 	: 	: 	: 	: 	43 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,EA	: 	: 	: 	: 	26 	: 	22 	: 	22 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,EE	: 	: 	33 	: 	15 	: 	16 	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,EL	: 	: 	3 	: 	13 	: 	: u	: 	23 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,ES	: 	: 	: u	: 	: u	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,EU15	: 	: 	: 	: 	: 	: 	22 	: 	22 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,EU27	: 	: 	: 	: 	25 	: 	22 	: 	21 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,EU27_2019	: 	: 	: 	: 	25 	: 	22 	: 	22 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,EU28	: 	: 	: 	: 	25 	: 	22 	: 	22 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,FI	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,FR	: 	: 	: 	: 	: 	: 	17 	: 	22 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,HR	: 	: 	14 	: 	21 	: 	16 	: 	36 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,HU	: 	: 	19 	: 	19 	: 	16 	: 	19 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,IE	: 	: 	: 	: 	52 	: 	47 	: 	40 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,IT	: 	: 	39 	: 	30 	: 	: u	: 	17 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,LT	: 	: 	: 	: 	: 	: 	28 	: 	27 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,LU	: 	: 	: u	: 	: u	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,LV	: 	: 	23 	: 	34 	: 	27 	: 	46 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,MK	: 	: 	: 	: 	4 	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,MT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,NL	: 	: 	33 	: 	31 	: 	37 	: 	18 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,NO	: 	: 	9 	: 	21 	: 	14 	: 	26 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,PL	: 	: 	14 	: 	9 	: 	15 	: 	11 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,PT	: 	: 	: u	: 	32 	: 	16 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C27_28,RO	: 	: 	3 	: 	: 	: 	: 	: 	6 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,RS	: 	: 	18 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,SE	: 	: 	29 	: 	: 	: 	: 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,SI	: 	: 	: 	: 	18 	: 	20 	: 	19 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,SK	: 	: 	23 	: 	30 	: 	23 	: 	17 	: 	: 
E_AESBEU,PC_ENT,10_C27_28,UK	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,BE	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,BG	: 	: 	19 	: 	30 	: 	9 	: 	6 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,CY	: 	: 	0 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,CZ	: 	: 	58 	: 	58 	: 	46 	: 	44 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,DE	: 	: 	: 	: 	36 	: 	36 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,EA	: 	: 	: 	: 	30 	: 	29 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,EE	: 	: 	28 	: 	17 	: 	10 	: 	12 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,EL	: 	: 	3 	: 	13 	: 	: u	: 	0 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,ES	: 	: 	: u	: 	: u	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,EU15	: 	: 	: 	: 	: 	: 	29 	: 	29 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,EU27	: 	: 	: 	: 	32 	: 	30 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,EU27_2019	: 	: 	: 	: 	32 	: 	29 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,EU28	: 	: 	: 	: 	32 	: 	29 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,FI	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,FR	: 	: 	: 	: 	: 	: 	28 	: 	30 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,HR	: 	: 	19 	: 	22 	: 	1 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,HU	: 	: 	34 	: 	40 	: 	30 	: 	32 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,IE	: 	: 	: 	: 	49 	: 	60 	: 	51 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,IT	: 	: 	65 	: 	29 	: 	: u	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,LT	: 	: 	: 	: 	: 	: 	15 	: 	38 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,LU	: 	: 	: u	: 	: u	: 	: u	: 	: c	: 	: 
E_AESBEU,PC_ENT,10_C29_30,LV	: 	: 	34 	: 	29 	: 	26 	: 	28 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,MK	: 	: 	: 	: 	: u	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,MT	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 	: 
E_AESBEU,PC_ENT,10_C29_30,NL	: 	: 	36 	: 	29 	: 	35 	: 	26 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,NO	: 	: 	19 	: 	18 	: 	13 	: 	32 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,PL	: 	: 	31 	: 	26 	: 	23 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,PT	: 	: 	38 	: 	44 	: 	33 	: 	22 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,RO	: 	: 	3 	: 	: 	: 	: 	: 	10 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,RS	: 	: 	13 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,SE	: 	: 	37 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C29_30,SI	: 	: 	: 	: 	67 	: 	34 	: 	41 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,SK	: 	: 	37 	: 	38 	: 	37 	: 	35 	: 	: 
E_AESBEU,PC_ENT,10_C29_30,UK	: 	: 	: 	: 	: 	: 	: 	: 	27 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,BE	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,BG	: 	: 	6 	: 	14 	: 	7 	: 	8 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,CY	: 	: 	16 	: 	14 	: 	13 	: 	25 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,CZ	: 	: 	23 	: 	30 	: 	27 	: 	19 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,DE	: 	: 	: 	: 	19 	: 	16 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,DK	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,EA	: 	: 	: 	: 	20 	: 	16 	: 	13 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,EE	: 	: 	18 	: 	8 	: 	9 	: 	7 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,EL	: 	: 	10 	: 	14 	: 	: u	: 	7 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,ES	: 	: 	: u	: 	: u	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,EU15	: 	: 	: 	: 	: 	: 	16 	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,EU27	: 	: 	: 	: 	19 	: 	16 	: 	13 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,EU27_2019	: 	: 	: 	: 	19 	: 	16 	: 	13 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,EU28	: 	: 	: 	: 	19 	: 	16 	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,FI	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,FR	: 	: 	: 	: 	: 	: 	13 	: 	11 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,HR	: 	: 	13 	: 	24 	: 	15 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,HU	: 	: 	20 	: 	19 	: 	20 	: 	15 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,IE	: 	: 	: 	: 	39 	: 	41 	: 	29 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,IT	: 	: 	29 	: 	21 	: 	: u	: 	9 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,LT	: 	: 	: 	: 	: 	: 	18 	: 	24 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,LU	: 	: 	: u	: 	: u	: 	: c	: 	: c	: 	: 
E_AESBEU,PC_ENT,10_C31_33,LV	: 	: 	15 	: 	26 	: 	12 	: 	14 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,MK	: 	: 	: 	: 	0 	: 	0 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,MT	: 	: 	: 	: 	: 	: 	: 	: 	21 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,NL	: 	: 	33 	: 	28 	: 	20 	: 	20 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,NO	: 	: 	19 	: 	18 	: 	22 	: 	17 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,PL	: 	: 	8 	: 	8 	: 	: u	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,PT	: 	: 	: u	: 	20 	: 	13 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_C31_33,RO	: 	: 	1 	: 	: 	: 	: 	: 	2 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,RS	: 	: 	15 	: 	: 	: 	: 	: 	: 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,SE	: 	: 	18 	: 	: 	: 	: 	: 	16 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,SI	: 	: 	: 	: 	15 	: 	26 	: 	9 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,SK	: 	: 	16 	: 	11 	: 	21 	: 	10 	: 	: 
E_AESBEU,PC_ENT,10_C31_33,UK	: 	: 	: 	: 	: 	: 	: 	: 	16 	: 	: 
E_AESBEU,PC_ENT,10_D35_E39,AT	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
E_AESBEU,PC_ENT,10_D35_E39,BE	: 	: 	: 	: 	: 	: 	: u	: 	18 	: 	: 
E_AESBEU,PC_ENT,10_D35_E39,BG	: 	: 	: u	: 	2 	: 	0 	: 	: c	: 	: 
E_AESBEU,PC_ENT,10_D35_E39,CY	: 	: 	15 	: 	15 	: 	7 	: 	11 	: 	: 
E_AESBEU,PC_ENT,10_D35_E39,CZ	: 	: 	17 	: 	18 	: 	9 	: 	9 	: 	: 
E_AESBEU,PC_ENT,10_D35_E39,DE	: 	: 	: 	: 	8 	: 	7 	: 	: u	: 	: 
